id,service_provider,activity,well_name,template_id,split,heldout_provider,heldout_activity
7218,Schlumberger,rot. drilling,WELL-AR-18,slb_rotary_drilling_v2,test,0,0
7219,Halliburton Energy Services,running in hole,mb-19H,halliburton_trip_in_v1,train,0,0
7220,  Baker  Hughes Co ,drilling rotary,MB 32ST1,baker_hughes_rotary_drilling_v1,val,0,0
7221,schljmberger ltd,CIIRC,WELL-AR-59ST1,slb_circulating_v2,train,0,0
7222,Halliburton Co,slide drlg,MB56ST1,halliburton_slide_drilling_v1,train,0,0
7223,BakerHgghes,  drilling  rotary ,AR-20,baker_hughes_rotary_drilling_v2,test,0,0
7224,SLB LTD,CIRC,ns-4,slb_circulating_v2,train,0,0
7225,HALLIBURTON ENERGY SERVICES,trippig in,MB-47,halliburton_trip_in_v1,train,0,0
7226,  HWLLIBURTON  CO ,hole circulation,WELL-KG-58H,halliburton_circulating_v1,test,0,0
7227,baker hughes co,circlating,WELL-AR-80A,baker_hughes_circulating_v2,val,0,0
7228,BKR,rotary drill,AR-019,baker_hughes_rotary_drilling_v2,train,0,0
7229,  Halliburton  Co ,sliding mode drilling,BH94,halliburton_slide_drilling_v1,train,0,0
7230,SLB Ltd,rot drill,NS-008,slb_rotary_drilling_v2,train,0,0
7231,SLLB Ltd,TRIPPIN GOUT,BH9H,slb_trip_out_v1,train,0,0
7232,HAL,tripping out,WELL-MB-32ST1,halliburton_trip_out_v1,val,0,0
7233,Baker Hughes,Trip In,MB 88ST1,baker_hughes_trip_in_v1,val,0,0
7234,Halliburton Energy Serviices,runningg in hole,AR-068H,halliburton_trip_in_v1,train,0,0
7235,Schlumberger,slide drilting,KG14A,slb_slide_drilling_v1,train,0,0
7236,SLB,CIRC,KG-93A,slb_circulating_v1,train,0,0
7237,BKR,Circulation,KG 1H,baker_hughes_circulating_v1,val,0,0
7238,Schlumberger,Run In Hole,AR 48,slb_trip_in_v1,val,0,0
7239,Bkr,running in the hole,AR-18,baker_hughes_trip_in_v1,test,0,1
7240,bakerhguhes,tripo ut of hole,MB4,baker_hughes_trip_out_v1,test,0,1
7241,halliburton,circ.,NS-059ST1,halliburton_circulating_v2,train,0,0
7242,HAL,hole circulation,bh-32,halliburton_circulating_v1,train,0,0
7243,Baker Hughes,circ.,KG18,baker_hughes_circulating_v1,val,0,0
7244,HAL,hole circulation,NS 50ST1,halliburton_circulating_v2,train,0,0
7245,SLB Ltd,rotary drill,WELL-MB-95A,slb_rotary_drilling_v1,test,0,0
7246,Schlumberger,ROT DRILL,KG-086H,slb_rotary_drilling_v1,train,0,0
7247,HALLIBURTON ENERGY SERVICES,Cirrc.,NS-63ST1,halliburton_circulating_v2,train,0,0
7248,schlumbepger ltd,rotary drilling,AR-013,slb_rotary_drilling_v2,train,0,0
7249,Halliburton Co,rotary drlg,KG95H,halliburton_rotary_drilling_v1,train,0,0
7250,Halliburton Co,rot. drilling,BH-003,halliburton_rotary_drilling_v1,train,0,0
7251,slb,circulating,WELL-AR-87H,slb_circulating_v2,train,0,0
7252,SCHLUMBERGER LTD,circ.,BH11,slb_circulating_v1,test,0,0
7253,Schlumberger Limited,Hole Circluation,mb-28H,slb_circulating_v1,test,1,0
7254,Schlumberger,POHO,KG 4,slb_trip_out_v1,train,0,0
7255,Baker Hughes Co,  directional  slide ,bh-70,baker_hughes_slide_drilling_v1,test,0,1
7256,HAL,slide drillng,AR-94,halliburton_slide_drilling_v1,test,0,0
7257,Halliburton Corp,pull out of hole,BH-40,halliburton_trip_out_v1,test,1,0
7258,baker hughes co,pulling out of hole,KG 32ST1,baker_hughes_trip_out_v1,train,0,0
7259,slb ltd,POOH,BH15,slb_trip_out_v1,train,0,0
7260,bakerhughes,tripping out,AR80A,baker_hughes_trip_out_v1,val,0,0
7261,SLBpLtd,CICR,NS-4,slb_circulating_v2,train,0,0
7262,BKR,circlating,KG93A,baker_hughes_circulating_v1,train,0,0
7263,HALLIBURTON,Slide Drill,AR-010H,halliburton_slide_drilling_v1,val,0,0
7264,Bakerhughes,circulating,WELL-AR-70ST1,baker_hughes_circulating_v2,train,0,0
7265,Bkr,drilling rotary,WELL-NS-63ST1,baker_hughes_rotary_drilling_v2,train,0,0
7266,SLB Ltd,pull out of hle,WELL-BH-15,slb_trip_out_v1,train,0,0
7267,Halliburton,drilling - slde,NS31,halliburton_slide_drilling_v1,train,0,0
7268,SCHLUMBERGER LTD,trip out,KG 15A,slb_trip_out_v1,train,0,0
7269,BakerHughes,TOOH,BH80H,baker_hughes_trip_out_v1,train,0,0
7270,HAL,ROT. DRILLING,bh-48H,halliburton_rotary_drilling_v1,train,0,0
7271,bkr,rot drill,WELL-NS-71,baker_hughes_rotary_drilling_v2,train,0,0
7272,schlumberzer,circ.,AR-74,slb_circulating_v2,val,0,0
7273,HALLIBURTON,circualtion,BH70,halliburton_circulating_v1,test,0,0
7274,HALLIBURTONACO,ROOTARY DRILL,KG58H,halliburton_rotary_drilling_v1,test,0,0
7275,Schlumberger,drilling - rotary,AR59ST1,slb_rotary_drilling_v2,train,0,0
7276,  bakerhughes ,rotary drilling,MB-82ST1,baker_hughes_rotary_drilling_v1,train,0,0
7277,SB Ltd,trip in,WELL-BH-84ST1,slb_trip_in_v1,train,0,0
7278,Haliburton Co,PULLING OUT OF HOLE,bh-32,halliburton_trip_out_v1,train,0,0
7279,Baker Hughes,slide drill,WELL-AR-71ST1,baker_hughes_slide_drilling_v1,val,0,0
7280,Baker Hughes,CIRC,WELL-AR-59ST1,baker_hughes_circulating_v2,train,0,0
7281,SLB LTD,RIH,bh-69A,slb_trip_in_v1,train,0,0
7282,Baker Hughes Co,  rot.  drilling ,WELL-NS-49,baker_hughes_rotary_drilling_v2,train,0,0
7283,Halliburton Co,rotating drilling,NS-28ST1,halliburton_rotary_drilling_v2,test,0,1
7284,Hal,  CIRCULTE ,NS 12,halliburton_circulating_v2,val,0,0
7285,bakerhughbs,TOOH,BH-029,baker_hughes_trip_out_v1,train,0,0
7286,  Halliburton  Energy Services ,rot. drilling,KG-015A,halliburton_rotary_drilling_v1,train,0,0
7287,SLB Ltd,  ciaculate ,AR18,slb_circulating_v2,test,0,0
7288,SLB Ltd,ROTARY DRILL,MB 49,slb_rotary_drilling_v1,train,0,0
7289,HALLIBURTON,rotary drlg,BH52A,halliburton_rotary_drilling_v1,train,0,0
7290,Schlumberger,rot. drilling,mb-96ST1,slb_rotary_drilling_v1,train,0,0
7291,BAKER HUGHES,Trip-Otu,ar-74,baker_hughes_trip_out_v1,val,0,0
7292,HALLIBURTON CO,ROTARY DRLG,bh-80H,halliburton_rotary_drilling_v1,train,0,0
7293,schlumberger ltd,  Rotary  Drill ,KG 58H,slb_rotary_drilling_v1,test,0,0
7294,Bkr,Circulaiton,mb-85ST1,baker_hughes_circulating_v1,val,0,0
7295,slb ltd,  rotary  drlg ,WELL-AR-70ST1,slb_rotary_drilling_v2,train,0,0
7296,  Schlumberger ,CIRCLUATE,BH-038,slb_circulating_v1,train,0,0
7297,  Baker  Hughees ,Toch,ar-17A,baker_hughes_trip_out_v1,train,0,0
7298,hal,ROTARY DRILL,MB56ST1,halliburton_rotary_drilling_v1,train,0,0
7299,  Halliburton ,Tmipping In,kg-7,halliburton_trip_in_v1,test,0,0
7300,BAKR HUGHES CO,Slide Drqll,MB-088ST1,baker_hughes_slide_drilling_v1,val,0,0
7301,HAL,circ.,AR75,halliburton_circulating_v2,train,0,0
7302,Hal,sliding,kg-88H,halliburton_slide_drilling_v1,train,0,0
7303,Halliburton,tripping out,NS84,halliburton_trip_out_v1,train,0,0
7304,slb,slide drilling,BH-94,slb_slide_drilling_v1,train,0,0
7305,BAKER HUGHES,  tih ,ns-8,baker_hughes_trip_in_v1,train,0,0
7306,Halliburton,  circulate ,WELL-NS-37H,halliburton_circulating_v2,val,0,0
7307,Baker Hughes Co,Circ,MB-60,baker_hughes_circulating_v1,test,0,0
7308,BKR,pull out of hole,WELL-NS-59ST1,baker_hughes_trip_out_v1,train,0,0
7309,Baker Hughes Co,TIH,KG 12A,baker_hughes_trip_in_v1,train,0,0
7310,Baker Hughes,CIRC,MB-096ST1,baker_hughes_circulating_v1,train,0,0
7311,Halliburton Energy Services,sliding,WELL-KG-12A,halliburton_slide_drilling_v1,train,0,0
7312,Halliburton Co,circulating,WELL-MB-41,halliburton_circulating_v1,train,0,0
7313,  HAL ,rotary drilling,MB-85ST1,halliburton_rotary_drilling_v1,val,0,0
7314,  halliburton  co ,rn in hole,ar-2,halliburton_trip_in_v1,val,0,0
7315,slb ld,rotarry drill,AR-2,slb_rotary_drilling_v2,val,0,0
7316,Halliburton Co,Sliding,BH-84ST1,halliburton_slide_drilling_v1,train,0,0
7317,Halliburton Co,CIRC,AR-73H,halliburton_circulating_v2,train,0,0
7318,Schlumberger Limited,pull out of hole,WELL-BH-73H,slb_trip_out_v1,test,1,0
7319,SLB,Drilling - Rotary,NS-37H,slb_rotary_drilling_v2,val,0,0
7320,SLB Ltd,drilling - rotary,AR 74,slb_rotary_drilling_v2,val,0,0
7321,BKR,HOLE CIRCULATION,AR-015H,baker_hughes_circulating_v2,train,0,0
7322,Baker Hughes,tih,WELL-NS-58,baker_hughes_trip_in_v1,train,0,0
7323,Baker Hughes,ROT DRILL,MB-32ST1,baker_hughes_rotary_drilling_v1,val,0,0
7324,Schlumberger,circulation,MB-18,slb_circulating_v1,val,0,0
7325,Schlumbreger Ltd,Circulate,AR 96,slb_circulating_v2,train,0,0
7326,HAL,ROTARY DRILL,MB18,halliburton_rotary_drilling_v1,val,0,0
7327,Slb Tld,CIRC,NS8,slb_circulating_v2,train,0,0
7328,  HALLIBURTON  CO ,  trip-out ,WELL-KG-58H,halliburton_trip_out_v1,test,0,0
7329,BakerrHughes,sliding,KG-55ST1,baker_hughes_slide_drilling_v1,train,0,0
7330,  HALLIBURTON  ENERGY SERVICES ,sliding mode drilling,NS-069ST1,halliburton_slide_drilling_v1,train,0,0
7331,  SCHLUMBERGER  LTD ,  slide  drilling ,AR45ST1,slb_slide_drilling_v1,train,0,0
7332,Schlumberger Ltd,running in hole,KG-5H,slb_trip_in_v1,train,0,0
7333,Halliburton Energy Services,  rotary  drill ,WELL-MB-34ST1,halliburton_rotary_drilling_v1,val,0,0
7334,Schlumberger,sliding mode drilling,AR13,slb_slide_drilling_v1,train,0,0
7335,slb inl,HOLE CIRCULATION,BH 73H,slb_circulating_v1,test,1,0
7336,BKR,Pulling Out Of Hole,BH 31,baker_hughes_trip_out_v1,train,0,0
7337,schhlumberger ltd,slide drill,KG-093A,slb_slide_drilling_v1,train,0,0
7338,Halliburton Co,rot. drilling,NS-1A,halliburton_rotary_drilling_v2,val,0,0
7339,halliburton,TRP-OUT,BH 98,halliburton_trip_out_v1,train,0,0
7340,slb ltd,  circ. ,MB-35A,slb_circulating_v1,train,0,0
7341,Halliburton Co,SLIDE DRILL,MB-64,halliburton_slide_drilling_v1,train,0,0
7342,  Bkaerhughes ,  pulling  out of hoke ,KG 44H,baker_hughes_trip_out_v1,train,0,0
7343,Schlumberger Ltd,DRILLING - ROTARY,AR 83,slb_rotary_drilling_v2,train,0,0
7344,slb,sltde drlg,WELL-BH-31,slb_slide_drilling_v1,train,0,0
7345,Baker Hughes Company,fluid circulation,WELL-BH-26,baker_hughes_circulating_v1,test,1,1
7346,Bakker Hughes,rot. drilling,KG-30,baker_hughes_rotary_drilling_v1,train,0,0
7347,Halliburon,circulate,KG-15A,halliburton_circulating_v1,train,0,0
7348,SLB Ltd,Drilling Roary,mb-6ST1,slb_rotary_drilling_v1,train,0,0
7349,Halliburton,POOOH,MB-19H,halliburton_trip_out_v1,train,0,0
7350,BKR,TRIP OUT,KG72H,baker_hughes_trip_out_v1,train,0,0
7351,  Slb ,circulation,MB-81H,slb_circulating_v1,train,0,0
7352,SLB LTD,circulate,BH-028A,slb_circulating_v1,train,0,0
7353,SLB LTD,circulation,mb-49,slb_circulating_v1,train,0,0
7354,halliburton energy services,ROT DRILL,NS-50ST1,halliburton_rotary_drilling_v2,train,0,0
7355,BKR,PULLING OUT OF HOLE,KG21,baker_hughes_trip_out_v1,train,0,0
7356,BKR,  POOH ,WELL-BH-58A,baker_hughes_trip_out_v1,val,0,0
7357,Schhlumberger Ltd,triip out,WELL-MB-8ST1,slb_trip_out_v1,train,0,0
7358,Halliburton,DRILLING ROTARY,kg-55ST1,halliburton_rotary_drilling_v1,train,0,0
7359,Baker Hughes Co,sliding omde drilling,mb-35A,baker_hughes_slide_drilling_v1,train,0,0
7360,schlumberger ltd,rotary drell,NS-19H,slb_rotary_drilling_v2,train,0,0
7361,SLB Ltd,  pull  out of hole ,AR86H,slb_trip_out_v1,val,0,0
7362,Schlumberger Limited,  sliderdrill ,ar-14A,slb_slide_drilling_v1,test,1,0
7363,Baker Hughes,  crculating ,AR-37,baker_hughes_circulating_v2,train,0,0
7364,baker hughes company,CIRC,NS-14A,baker_hughes_circulating_v2,test,1,0
7365,slb,Cicr,NS-84,slb_circulating_v2,train,0,0
7366,Slb,ROTATINGG DRILLING,ns-28ST1,slb_rotary_drilling_v2,test,0,1
7367,Bakvr Hughes,RTO. DRILLING,MB-64,baker_hughes_rotary_drilling_v1,train,0,0
7368,baker hughes,Rotary Drill,AR-39H,baker_hughes_rotary_drilling_v2,train,0,0
7369,  Baker  Hughes ,slide drilling,ns-50ST1,baker_hughes_slide_drilling_v1,train,0,0
7370,  bkr ,TOH,NS-10ST1,baker_hughes_trip_out_v1,train,0,0
7371,schlumberger ltd,hole circulation,AR57,slb_circulating_v2,train,0,0
7372,schlumberger ltd,slide mode drilling,NS 28ST1,slb_slide_drilling_v1,test,0,1
7373,Bakvr Hughes,rot drrill,WELL-NS-57,baker_hughes_rotary_drilling_v2,val,0,0
7374,Baker Hughes,rotary drlg,KG-058H,baker_hughes_rotary_drilling_v1,test,0,0
7375,schlumberger ltd,side drilling,KG-012A,slb_slide_drilling_v1,train,0,0
7376,Schlumberger,Tripping In,AR68H,slb_trip_in_v1,train,0,0
7377,SLB,rotary drill,mb-8ST1,slb_rotary_drilling_v1,train,0,0
7378,BKR,Drilling - Rotary,NS-050ST1,baker_hughes_rotary_drilling_v2,train,0,0
7379,  SLB  LTD ,trip-in,NS 60A,slb_trip_in_v1,train,0,0
7380,schlumberger,circulation,BH89ST1,slb_circulating_v1,train,0,0
7381,Halliburton Energy Services,drilling rotary,BH-063ST1,halliburton_rotary_drilling_v1,train,0,0
7382,HALLBURTON CO,  slidemdrilling ,WELL-AR-37,halliburton_slide_drilling_v1,train,0,0
7383,Halliburton Co,CIRC,AR-39H,halliburton_circulating_v2,train,0,0
7384,SLB Ltd,Pooh,ns-57,slb_trip_out_v1,val,0,0
7385,HAL,circulating,KG 95H,halliburton_circulating_v1,train,0,0
7386,Halliburton Energy Services,CIRC,WELL-AR-2,halliburton_circulating_v2,val,0,0
7387,BakerHughes,Circulate,AR13,baker_hughes_circulating_v2,train,0,0
7388,  Halliburton  Energy Services ,Tripping Out,AR 19,halliburton_trip_out_v1,train,0,0
7389,slb ltd,TRIP OUT,AR 2,slb_trip_out_v1,val,0,0
7390,Halliburton,Fluid Circulation,BH-11,halliburton_circulating_v1,test,0,1
7391,SLB,drilling - slide,MB55ST1,slb_slide_drilling_v1,train,0,0
7392,  Halliburtoon ,Cicculating,BH-015,halliburton_circulating_v1,train,0,0
7393,BAKER HUGHES COMPANY,sfiding mode drilling,WELL-BH-40,baker_hughes_slide_drilling_v1,test,1,0
7394,BAKERHUGHES,circulating mud,AR-094,baker_hughes_circulating_v2,test,0,1
7395,halliburton co,trp-in,NS 36ST1,halliburton_trip_in_v1,train,0,0
7396,Halliburton,POOH,ar-41A,halliburton_trip_out_v1,val,0,0
7397,BAKER HUGHES CO,  drilling  - slide ,MB-92,baker_hughes_slide_drilling_v1,train,0,0
7398,SLBB LTD,HOLE CIRCULATION,NS 19H,slb_circulating_v2,train,0,0
7399,BakerHughhes,circulation,BH22ST1,baker_hughes_circulating_v1,train,0,0
7400,Bkr,trip-out,bh-67A,baker_hughes_trip_out_v1,train,0,0
7401,SLB,circulatign,KG-78,slb_circulating_v1,train,0,0
7402,  Halliburton  Co ,slide drill,ar-41A,halliburton_slide_drilling_v1,val,0,0
7403,halliburton energy services,Circ.,MB-69,halliburton_circulating_v1,test,0,0
7404,Baker Hughes Co,  tri-in ,KG-76,baker_hughes_trip_in_v1,train,0,0
7405,Baker Hughes,rotary drilling,WELL-AR-90H,baker_hughes_rotary_drilling_v2,train,0,0
7406,Schlumberger Ltd,Rotary Drlg,ar-73H,slb_rotary_drilling_v2,train,0,0
7407,SLB,Pooh,WELL-AR-70ST1,slb_trip_out_v1,train,0,0
7408,Schlumberger,trip out,kg-30,slb_trip_out_v1,train,0,0
7409,Halliburton Energy Services,rot drill,KG71,halliburton_rotary_drilling_v1,train,0,0
7410,HALLGBURTON CO,sliding,WELL-MB-92,halliburton_slide_drilling_v1,train,0,0
7411,schlumberger ltd,RIH,KG-54,slb_trip_in_v1,train,0,0
7412,Halliburyon,sliding mode drilling,kg-97ST1,halliburton_slide_drilling_v1,train,0,0
7413,  halliburton  energy services ,tripping in,mb-5ST1,halliburton_trip_in_v1,train,0,0
7414,schlumberger ltd,POOH,BH 94,slb_trip_out_v1,train,0,0
7415,Halliburton,trip out,NS-059ST1,halliburton_trip_out_v1,train,0,0
7416,Bakerhughes,Rotary Drilling,NS-13ST1,baker_hughes_rotary_drilling_v2,train,0,0
7417,BakerHughes,running in hove,MB-72A,baker_hughes_trip_in_v1,train,0,0
7418,HAL,  circulating  mud ,NS-28ST1,halliburton_circulating_v2,test,0,1
7419,BakerHxghes,Drillinng - Slide,BH 70,baker_hughes_slide_drilling_v1,test,0,0
7420,baker hughes company,Trip Out Of Hole,WELL-MB-4,baker_hughes_trip_out_v1,test,1,1
7421,HAL,CIRC,KG 5H,halliburton_circulating_v1,train,0,0
7422,Scchlumberger,drilling - rotary,BH 17,slb_rotary_drilling_v1,train,0,0
7423,  BKR ,rot drill,MB86H,baker_hughes_rotary_drilling_v1,train,0,0
7424,SCHLUMBERGER LTD,DRILLING ROTARY,WELL-NS-34ST1,slb_rotary_drilling_v2,train,0,0
7425,BKR,rot. drilling,NS-95H,baker_hughes_rotary_drilling_v2,train,0,0
7426,BakerHughes,CIRCULATION,MB 5ST1,baker_hughes_circulating_v1,train,0,0
7427,BKR,TIH,AR-45ST1,baker_hughes_trip_in_v1,train,0,0
7428,SLB LTD,tooh,NS 53,slb_trip_out_v1,train,0,0
7429,halliburton intl,Rot Drill,NS-28ST1,halliburton_rotary_drilling_v2,test,1,0
7430,Hal,tih,WELL-MB-82ST1,halliburton_trip_in_v1,train,0,0
7431,  Schlumberger  Limited ,circulating mud,NS28ST1,slb_circulating_v2,test,1,1
7432,BKR,  sliding  mode drilling ,ar-65H,baker_hughes_slide_drilling_v1,train,0,0
7433,SLB Ltd,sliing,AR-71ST1,slb_slide_drilling_v1,val,0,0
7434,Halliburton,rot drill,kg-20H,halliburton_rotary_drilling_v1,train,0,0
7435,  HAL ,rotary drilling,KG30,halliburton_rotary_drilling_v1,train,0,0
7436,  BKR ,circulate,AR65H,baker_hughes_circulating_v2,train,0,0
7437,SLB Ltd,  Circ ,NS59ST1,slb_circulating_v2,train,0,0
7438,SLB INTL,Rotary Drill,ar-14A,slb_rotary_drilling_v2,test,1,0
7439,  Bker  Hughes ,  running  in hole ,KG93A,baker_hughes_trip_in_v1,train,0,0
7440,halliburton,drilling rotkry,MB 64,halliburton_rotary_drilling_v1,train,0,0
7441,HAL,rotary drlg,AR-096,halliburton_rotary_drilling_v2,train,0,0
7442,Baker Hughes Co,CIRCULATING,mb-18,baker_hughes_circulating_v1,val,0,0
7443,Baker Hughes Cmopany,rotary drill,AR-032ST1,baker_hughes_rotary_drilling_v2,test,1,0
7444,bkr,rotary drlg,AR-084,baker_hughes_rotary_drilling_v2,train,0,0
7445,Baker Hugheb Co,Trip Iin,BH26,baker_hughes_trip_in_v1,test,0,0
7446,Slb,ROT. DRILLING,NS19H,slb_rotary_drilling_v2,train,0,0
7447,BAKERHUGHES,slide drlg,MB85ST1,baker_hughes_slide_drilling_v1,val,0,0
7448,SLBLtd,  rotary  driling ,AR85,slb_rotary_drilling_v2,train,0,0
7449,Schlumberger Ltd,circulate,KG-005H,slb_circulating_v1,train,0,0
7450,Baker Hughes,rot drill,KG-4,baker_hughes_rotary_drilling_v1,train,0,0
7451,Schlumberger,Tripping Out,WELL-MB-41,slb_trip_out_v1,train,0,0
7452,Baker Hughes Co,Circulate,KG76,baker_hughes_circulating_v1,train,0,0
7453,BKR,slide drilling,NS18H,baker_hughes_slide_drilling_v1,train,0,0
7454,BAKER HUGHES COMPANY,TOOH,NS 14A,baker_hughes_trip_out_v1,test,1,0
7455,  SLB ,crc.,WELL-MB-97ST1,slb_circulating_v1,train,0,0
7456,HAL,CIRC,bh-47,halliburton_circulating_v1,val,0,0
7457,Slb,drilling roatry,BH-47,slb_rotary_drilling_v1,val,0,0
7458,HLALIBURTON CORP,trippign in,BH 40,halliburton_trip_in_v1,test,1,0
7459,Schlumberger,TIH,AR-59ST1,slb_trip_in_v1,train,0,0
7460,BKR,rot. drilling,KG-036H,baker_hughes_rotary_drilling_v1,train,0,0
7461,SCHLUMERGER LTD,ROT. DRILLING,BH 17,slb_rotary_drilling_v1,train,0,0
7462,SCHLUMBERGER LTD,run in hole,MB 86H,slb_trip_in_v1,train,0,0
7463,Halliburton Corp,circulation,AR-094,halliburton_circulating_v2,test,1,0
7464,BAKERUGHES,slide drill,ns-50ST1,baker_hughes_slide_drilling_v1,train,0,0
7465,Halliburto Nco,run in hole,AR 96,halliburton_trip_in_v1,train,0,0
7466,Schlumberger,drilling - rotary,MB86H,slb_rotary_drilling_v1,train,0,0
7467,Baker Hughes,tripping out,BH61,baker_hughes_trip_out_v1,test,0,0
7468,Baker Hugghes,PULL OUT OF HOLE,KG99,baker_hughes_trip_out_v1,train,0,0
7469,slb,DRILLING ROTARY,BH-022ST1,slb_rotary_drilling_v1,train,0,0
7470,hal,rot. drililng,WELL-NS-36ST1,halliburton_rotary_drilling_v2,train,0,0
7471,Halliurton Energy Services,rotary drilling,WELL-BH-98,halliburton_rotary_drilling_v1,train,0,0
7472,halliburton,POH,NS13ST1,halliburton_trip_out_v1,train,0,0
7473,BKR,rotary mode drilling,BH-61,baker_hughes_rotary_drilling_v1,test,0,1
7474,Schlumerger Ltd,run in hole,NS71,slb_trip_in_v1,train,0,0
7475,Baker Hughes,ciirc.,KG-015A,baker_hughes_circulating_v1,train,0,0
7476,Baker Hughes Co,circulate,KG44H,baker_hughes_circulating_v1,train,0,0
7477,SCHLUUBERGER,SLIDING MODE DRILLING,WELL-AR-28,slb_slide_drilling_v1,val,0,0
7478,Halliburton,rotary drlg,AR15H,halliburton_rotary_drilling_v2,train,0,0
7479,bakerh ughes,TIH,KG28ST1,baker_hughes_trip_in_v1,val,0,0
7480,Halliburton,TRIPPIN IN,NS20H,halliburton_trip_in_v1,val,0,0
7481,HALLIBURTON,circulation,MB-006ST1,halliburton_circulating_v1,train,0,0
7482,SLB,circulate,AR 71ST1,slb_circulating_v2,val,0,0
7483,SLB,slide drill,ns-87,slb_slide_drilling_v1,train,0,0
7484,SLB,CIRC,NS-018H,slb_circulating_v2,train,0,0
7485,HALLIBURTON CO,rotary drlg,BH-52A,halliburton_rotary_drilling_v1,train,0,0
7486,BKR,rot. drilling,AR 69H,baker_hughes_rotary_drilling_v2,train,0,0
7487,hal,Circulation,ns-25ST1,halliburton_circulating_v2,test,0,0
7488,BakerHugehs,trip in,NS32ST1,baker_hughes_trip_in_v1,train,0,0
7489,hal,  circulating  mud ,WELL-BH-11,halliburton_circulating_v1,test,0,1
7490,Baker Hughes,rotary drill,AR21,baker_hughes_rotary_drilling_v2,train,0,0
7491,  Halliburton ,circulation,KG71,halliburton_circulating_v1,train,0,0
7492,Baker Hughhes,rotary drlg,MB-49,baker_hughes_rotary_drilling_v1,train,0,0
7493,HAL,circulation,BH 68,halliburton_circulating_v1,train,0,0
7494,SLB,rotating drilling,NS-028ST1,slb_rotary_drilling_v2,test,0,1
7495,BKR,Circ,BH-009H,baker_hughes_circulating_v1,train,0,0
7496,halliburton energy services,drilling - rotary,NS36ST1,halliburton_rotary_drilling_v2,train,0,0
7497,Halliburton,directional slide,bh-70,halliburton_slide_drilling_v1,test,0,1
7498,Schlumberge Ltd,cirz.,MB-085ST1,slb_circulating_v1,val,0,0
7499,Baker Hughes,rotary drlg,WELL-AR-73H,baker_hughes_rotary_drilling_v2,train,0,0
7500,Schlumberger Ltd,drilling rotary,BH-22ST1,slb_rotary_drilling_v1,train,0,0
7501,BakerHughes,HOLE CIRCULATION,AR 74,baker_hughes_circulating_v2,val,0,0
7502,Halliburton Energy Services,trip-out,AR87H,halliburton_trip_out_v1,train,0,0
7503,Halliburton Energy Services,circ.,BH-57A,halliburton_circulating_v1,train,0,0
7504,Halliburton,circc.,KG 36H,halliburton_circulating_v1,train,0,0
7505,Schlumbberger Ltd,  circ. ,KG 97ST1,slb_circulating_v1,train,0,0
7506,Baker Hughes,ROT DRILL,NS-71,baker_hughes_rotary_drilling_v2,train,0,0
7507,Schlumyerger Ltd,  SLIDING ,AR84,slb_slide_drilling_v1,train,0,0
7508,BAKER  HUGHES CO,trip-out,ns-28ST1,baker_hughes_trip_out_v1,test,0,0
7509,halliburton co,circulaet,kg-89,halliburton_circulating_v1,train,0,0
7510,SLB,trip-in,ns-1A,slb_trip_in_v1,val,0,0
7511,Hal,tripping n,AR87H,halliburton_trip_in_v1,train,0,0
7512,HAL,DRILLING - ROTARY,NS 49,halliburton_rotary_drilling_v2,train,0,0
7513,Halliburton Energy Services,TOOH,WELL-KG-49,halliburton_trip_out_v1,train,0,0
7514,Halliburton,  fluid  ciculation ,AR-20,halliburton_circulating_v2,test,0,1
7515,schlumberger,trip-in,BH 69A,slb_trip_in_v1,train,0,0
7516,  BkaerHughes ,trip out,AR 69H,baker_hughes_trip_out_v1,train,0,0
7517,  SKHLUMBERGER ,CIRC,AR-80A,slb_circulating_v2,val,0,0
7518,Bker Hughes Co,trip out,BH31,baker_hughes_trip_out_v1,train,0,0
7519,Schlumberger Ltd,slide  drilling,KG-089,slb_slide_drilling_v1,train,0,0
7520,Hal,running in the holle,BH40,halliburton_trip_in_v1,test,0,1
7521,SLB Ltd,hole circulation,NS-24,slb_circulating_v2,train,0,0
7522,halliburton,circ.,KG 76,halliburton_circulating_v1,train,0,0
7523,bikerhughes,  RIH ,NS 20H,baker_hughes_trip_in_v1,val,0,0
7524,HALLIBURTON ENERGY SERVICES,  circukate ,NS19H,halliburton_circulating_v2,train,0,0
7525,Bakre Hughes,Tih,BH-070,baker_hughes_trip_in_v1,test,0,0
7526,HAL,ROT DRILL,WELL-KG-12A,halliburton_rotary_drilling_v1,train,0,0
7527,Halliburton Energy Services,Tripping In,kg-70,halliburton_trip_in_v1,train,0,0
7528,  SLB ,run in hole,ar-71ST1,slb_trip_in_v1,val,0,0
7529,Bakerxughes,circulate,ns-12,baker_hughes_circulating_v2,val,0,0
7530,HAL,drilling - rtoary,KG 28ST1,halliburton_rotary_drilling_v1,val,0,0
7531,Schlumberger,tih,MB 85ST1,slb_trip_in_v1,val,0,0
7532,Baker Hughes,drilling rotary,AR2,baker_hughes_rotary_drilling_v2,val,0,0
7533,hal,slide drilling,WELL-NS-49,halliburton_slide_drilling_v1,train,0,0
7534,SCHLUMBERGER,TIH,kg-12A,slb_trip_in_v1,train,0,0
7535,BKR,rotary drlg,BH-47,baker_hughes_rotary_drilling_v1,val,0,0
7536,Halliburton,pulling out of hole,NS 8,halliburton_trip_out_v1,train,0,0
